    Subject           Activity tBodyAcc-mean()-X tBodyAcc-mean()-Y
138         -6.282351e-03      -0.0113399725       -0.105052917
139         -1.164014e-02      -0.0545126871       -0.065843588
140         -1.323537e-02       0.0883163772       -0.105932947
141         -8.469159e-03      -0.0867069011       -0.054230025
142         -1.133002e-03      -0.0356229620       -0.075013270
143         -3.587749e-03      -0.0278611511       -0.069254667
144         -5.892258e-03      -0.0143679929       -0.095553805
145         -3.350987e-03      -0.0156305378       -0.082076807
146         -1.169068e-02       0.0556121923       -0.109437658
147         -1.133488e-02       0.0029911286       -0.101115076
    tBodyGyro-mean()-Z tBodyGyroJerk-mean()-X tBodyGyroJerk-mean()-Y
1         0.0849448173            -0.08999754            -0.03984287
2         0.0583595464            -0.12223277            -0.04214859
3         0.0900850142            -0.07395920            -0.04399028
4         0.0629313812            -0.09367938            -0.04021181
5         0.0741675847            -0.09961771            -0.04384251
6         0.1486894363            -0.10727095            -0.04151729
7         0.0828336633            -0.08188334            -0.05382994
8         0.0688374022            -0.08288580            -0.04240537
9         0.0971738089            -0.05810385            -0.04214703
10        0.0412277462            -0.09363284            -0.04156020
11        0.0859145399            -0.10368793            -0.03974675
12        0.1448828461            -0.10197413            -0.03585902
13        0.0813485943            -0.09523982            -0.03878747
14        0.0215603697            -0.11551057            -0.04003725
15        0.1238267384            -0.07787017            -0.03915679
16        0.0940113976            -0.10360589            -0.03609099
17        0.0665262054            -0.09946026            -0.04724158
18        0.1379995611            -0.10004450            -0.03897718
19        0.0805677161            -0.11532156            -0.03934745
20        0.0843753843            -0.13147207            -0.03905088
21        0.0592639495            -0.09212827            -0.03484349
22        0.1011503348            -0.09694948            -0.04184839
23        0.0755636431            -0.10305789            -0.04612572
24        0.1697204041            -0.10501988            -0.03812304
25        0.0815435496            -0.08884084            -0.04495595
26        0.0424442819            -0.14302969            -0.05598958
27        0.0806559990            -0.11014901            -0.07082966
28        0.0823934452            -0.08897477            -0.04547030
29        0.0690945764            -0.09222499            -0.03991082
30        0.1598943669            -0.10211413            -0.04044469
31        0.0838808799            -0.08788911            -0.03623090
32        0.0664234026            -0.06520245            -0.04577054
33        0.0870012595            -0.02564522            -0.07680899
34        0.0854346006            -0.09366935            -0.03339867
35        0.0767394746            -0.10329253            -0.04288283
36        0.1791020582            -0.11126728            -0.04241043
37        0.0641104602            -0.12365420            -0.04477660
38        0.1392170715            -0.08566409            -0.04822191
39        0.1168947690            -0.05972735            -0.03819043
40        0.0259476655            -0.09381556            -0.03964449
41        0.0851045001            -0.09015397            -0.04127976
42        0.1559200298            -0.10594424            -0.03588974
43        0.0509657915            -0.13588643            -0.03148809
44       -0.0724546026            -0.15544567            -0.02791958
45        0.1141438552            -0.03492835            -0.05349697
46        0.0716048810            -0.09231503            -0.04026738
47        0.0636889070            -0.09775758            -0.04851907
48        0.1381883074            -0.10644501            -0.03897352
49        0.1116297799            -0.08092041            -0.03562834
50        0.1456946259            -0.06846896            -0.03027975
51        0.1168044007            -0.09459120            -0.05976083
52        0.0807919286            -0.09307081            -0.04666344
53        0.0992409332            -0.09589770            -0.04191996
54        0.1012750107            -0.10384668            -0.02755226
55        0.0986695731            -0.12270956            -0.05192050
56        0.0879664183            -0.15721254            -0.03723485
57        0.0724433686            -0.06437640            -0.04893781
58        0.0745958869            -0.09315550            -0.04112165
59        0.1032515607            -0.10475383            -0.03715930
60        0.1047204783            -0.10030825            -0.03887979
61        0.0843744496            -0.09182042            -0.05141725
62        0.0638054380            -0.06452454            -0.07198347
63        0.0575244574            -0.02209163            -0.05202730
64        0.0761739419            -0.09484235            -0.03928130
65        0.0810588216            -0.09951936            -0.03959921
66        0.1520190159            -0.10229750            -0.04123914
67        0.0999739123            -0.06223893            -0.04985260
68        0.0898022758            -0.04556389            -0.03354066
69        0.0895434978            -0.02646690            -0.06091772
70        0.0728462158            -0.09410235            -0.03874775
71        0.0742568190            -0.09763804            -0.04095208
72        0.1451918480            -0.09904023            -0.04106753
73        0.0784205641            -0.09665986            -0.03198493
74        0.1166795633            -0.06648172            -0.04530520
75        0.1112842397            -0.06471998            -0.06694141
76        0.0823432027            -0.09591985            -0.04103669
77        0.0854712469            -0.09812000            -0.04128726
78        0.1178196148            -0.10183557            -0.04177440
79        0.0513222718            -0.11065605            -0.04389695
80       -0.0441381887            -0.12826667            -0.02077497
81        0.0353344538            -0.10862038            -0.07405898
82        0.0928523607            -0.09216146            -0.04345773
83        0.0790475887            -0.10071846            -0.04500968
84        0.1491240582            -0.10544664            -0.03726774
85        0.0842484921            -0.07766928            -0.05525366
